,RBR,X,Y,AET_1981_2010,dist_streams_wetlands,ESI,FRS,T_max_bpd,pct_canopy_cover,canopy_rumple,pctl_25_canopy_height,pctl_95_canopy_height,Pct_1_tree_clumps,Pct_2_4_tree_clumps,Pct_5_9_tree_clumps,Pct_gteq10_tree_clumps,topo_aspect,topo_curvature_45,topo_plan_curvature,topo_slope_135,topo_SRI,topo_SRI_270,topo_TPI_4000,topo_TPI_500,SCF,wind_northsouthness,Rx,EVT_PP
2,-37,-121.1713681,42.87591477,511.2044983,590.1188354,0.286459863,0.747710824,300.2000122,36.24599838,3.170700073,7.47179985,27.21039963,66.70035167,33.29964833,0,0,300.8098145,0.124700002,0.052900001,2.198899984,1.656800032,1.739799976,3425,-145,0.394520551,-0.358368546,1,1
4,28,-121.1697512,42.87591477,505.1964111,593.9393311,0.286167562,0.652767837,300.2000122,29.76239967,2.800699949,6.788099766,17.80349922,84.52254923,10.93584586,4.541604912,0,191.0774994,0.041900001,-0.097199999,1.119099975,1.717000008,1.718999982,4391,496,0.394520551,-0.309017599,1,0
5,15,-121.1689427,42.87591477,501.7381897,604.9842529,0.363934755,0.652767837,300.2000122,41.50040054,1.650500059,3.138900042,10.30930042,44.02731235,26.89158205,29.0811056,0,152.3802948,0.026799999,0.0137,1.288100004,1.725999951,1.717499971,4494,409,0.416438371,-0.309017599,1,1
6,53,-121.1681342,42.87591477,501.7381897,622.3410034,0.363934755,0.652767837,300.2000122,36.48749924,1.578799963,3.00880003,15.40610027,33.49692949,58.47781587,8.025254643,0,148.5267029,0.028000001,0.0057,3.246900082,1.732300043,1.715899944,4588,290,0.416438371,-0.309017599,1,1
7,24,-121.1673257,42.87591477,500.9824829,645.4369507,0.371360689,0.74437505,300.2000122,29.98769951,1.619699955,3.804399967,15.3125,55.964361,44.035639,0,0,155.4004974,0.047800001,-0.016100001,4.231599808,1.738499999,1.71510005,4665,251,0.416438371,-0.34202075,1,1
8,47,-121.1665172,42.87591477,501.6204224,669.5180664,0.375798762,0.74437505,300.2000122,45.73509979,1.600800037,3.763400078,12.23989964,30.47512992,18.65256125,36.37507218,14.49723666,131.3338013,0.0748,0.017000001,4.822100163,1.734400034,1.71510005,4734,260,0.416438371,-0.34202075,1,1
9,59,-121.1657088,42.87591477,501.247345,698.5560303,0.354741782,0.74437505,300.2000122,50.19900131,1.531299949,3.770200014,7.641200066,23.9698624,18.41908465,46.36180078,11.24925217,167.0688019,0.054400001,-0.069499999,5.854599953,1.741799951,1.734099984,4877,492,0.416438371,-0.390731692,1,1
10,36,-121.1649003,42.87591477,501.247345,724.4500732,0.385814279,0.74437505,300.2000122,46.40999985,1.524799943,3.554100037,6.778800011,19.2203286,42.70843964,23.97183386,14.0993979,153.9658051,0.041999999,-0.071900003,3.716200113,1.731899977,1.745800018,5000,817,0.416438371,-0.422618836,1,0
11,-27,-121.1713681,42.87510629,515.6920776,604.0318604,0.286459863,0.661619246,300.2000122,37.96260071,2.071399927,7.187699795,18.57169914,30.32405671,69.67594329,0,0,288.3977051,0.304800004,-0.0425,4.573800087,1.690000057,1.739500046,3977,644,0.394520551,-0.358368546,1,1
12,0,-121.1705597,42.87510629,509.0352173,665.7606812,0.268206179,0.652767837,300.2000122,37.79430008,2.654700041,6.721099854,17.79669952,87.44704401,12.55295599,0,0,21.90710068,0.083300002,-0.063699998,1.69630003,1.703299999,1.72329998,4331,1036,0.394520551,-0.325568765,1,0
13,19,-121.1697512,42.87510629,502.300415,684.0408325,0.268206179,0.652767837,300.2000122,41.72579956,2.664000034,4.285900116,25.89439964,8.770749215,53.51895469,25.43180799,12.27848811,82.64080048,0.043299999,-0.0682,1.30309999,1.704100013,1.721099973,4383,906,0.394520551,-0.309017599,1,0
14,47,-121.1689427,42.87510629,499.0298767,693.6525269,0.365892202,0.652767837,300.2000122,42.44789886,2.033799887,3.343600035,7.804999828,29.63978074,56.55258188,13.80763739,0,110.5904007,-0.0055,0.139699996,2.363699913,1.718999982,1.718799949,4314,437,0.416438371,-0.309017599,1,1
15,77,-121.1681342,42.87510629,499.0298767,708.8414917,0.373117894,0.652767837,300.2000122,46.85879898,1.942899942,3.475699902,7.6395998,26.28790311,60.88582045,12.82627643,0,178.8843994,0.161799997,-0.187000006,3.373699903,1.773100019,1.716300011,4204,-6,0.416438371,-0.309017599,1,1
16,72,-121.1673257,42.87510629,497.7800293,731.4552002,0.371360689,0.74437505,300.2000122,40.81280136,2.502399921,3.429399967,11.24250031,24.52550624,22.21595052,0,53.25854324,158.5769043,0.422899991,0.0058,3.117199898,1.796200037,1.716400027,4156,-91,0.416438371,-0.309017599,1,1
17,95,-121.1665172,42.87510629,499.9700012,752.7897339,0.357996702,0.74437505,300.2000122,38.49359894,3.631700039,9.707799911,25.25200081,67.39568487,0,32.60431513,0,100.5793991,-0.163699999,-0.076200001,2.39289999,1.715899944,1.718700051,3604,-727,0.416438371,-0.309017599,1,1
18,76,-121.1657088,42.87510629,503.1500244,770.6065063,0.354741782,0.74437505,300.2000122,38.23529816,3.015700102,7.470799923,27.41290092,49.33373196,13.72255915,36.94370889,0,207.227005,0.371699989,-0.858299971,4.197700024,1.864500046,1.720999956,3875,-470,0.416438371,-0.34202075,1,1
19,121,-121.1649003,42.87510629,503.1500244,805.6707764,0.386040747,0.74437505,300.2000122,32.02780151,2.415800095,4.085499763,13.82689953,60.540696,39.459304,0,0,206.315506,0.325899988,-0.033599999,7.345699787,1.780900002,1.730599999,4499,368,0.416438371,-0.374607176,1,0
20,-40,-121.1721766,42.87429781,516.3839111,497.1486816,0.299269259,0.661619246,300.2000122,26.81649971,2.396100044,6.629799843,22.41480064,80.23652624,0,19.76347376,0,220.7899017,0.429699987,-0.087499999,7.171599865,1.821799994,1.751399994,2871,-284,0.394520551,-0.374607176,1,0
21,-44,-121.1713681,42.87429781,516.3839111,560.9660034,0.25295195,0.661619246,300.2000122,26.80949974,2.043499947,4.465099812,13.75580025,100,0,0,0,219.1477051,0.098200001,0.130899996,7.737299919,1.786999941,1.740499973,3647,327,0.394520551,-0.358368546,1,0
22,8,-121.1705597,42.87429781,512.2995605,614.3602295,0.277300119,0.661619246,300.2000122,35.5428009,2.611099958,5.908699989,14.94029999,39.9521116,60.0478884,0,0,214.5346985,0.194399998,-0.0295,3.021500111,1.734099984,1.731400013,4402,1329,0.394520551,-0.325568765,1,1
23,58,-121.1697512,42.87429781,503.1687317,669.5180664,0.277300119,0.652767837,300.2000122,42.28279877,1.936100006,7.133900166,26.80430031,73.50085854,26.49914146,0,0,103.7072983,0.054200001,-0.0548,1.004899979,1.709499955,1.730700016,4563,1228,0.394520551,-0.34202075,1,0
24,32,-121.1689427,42.87429781,499.917572,726.0377197,0.358892053,0.652767837,300.2000122,41.24480057,2.588000059,3.765000105,28.89159966,62.6462766,14.07180851,18.03989362,5.242021277,59.78499985,0.039000001,0.0414,1.669999957,1.692700028,1.721099973,4574,779,0.416438371,-0.34202075,1,1
25,14,-121.1681342,42.87429781,499.917572,791.1455688,0.360166371,0.652767837,300.2000122,46.16939926,3.184000015,8.696100235,20.85309982,43.70026941,50.57640499,5.723325606,0,29.93160057,0.191100001,0.078500003,4.849100113,1.612100005,1.717900038,4369,225,0.416438371,-0.325568765,1,1
26,48,-121.1673257,42.87429781,495.8684998,790.3134766,0.360166371,0.652767837,300.2000122,51.98080063,2.657200098,6.673799992,33.10430145,30.59013114,66.62036008,2.78950878,0,25.83539963,0.159899995,-0.211899996,6.404099941,1.530599952,1.717200041,4041,-313,0.416438371,-0.325568765,1,1
27,117,-121.1665172,42.87429781,494.0698242,789.0635986,0.352109224,0.600291967,300.2000122,51.95819855,3.847300053,11.25329971,34.33800125,38.59209011,23.72200179,37.6859081,0,34.95650101,-0.652499974,0.259000003,4.694099903,1.545600057,1.716899991,3085,-1322,0.416438371,-0.325568765,1,1
28,86,-121.1657088,42.87429781,497.9608154,801.371582,0.385912418,0.600291967,300.2000122,68.32019806,2.639400005,8.957400322,30.45840073,6.52550446,41.47397592,45.11561445,6.88490517,60.57540131,-0.98089999,0.380499989,3.530800104,1.610599995,1.717499971,2353,-2044,0.416438371,-0.292372316,1,1
29,38,-121.1649003,42.87429781,497.9608154,811.1647339,0.385912418,0.600291967,300.2000122,53.18270111,3.655499935,9.416099548,31.21940041,51.27085229,48.72914771,0,0,214.4718018,-0.181999996,0.058200002,5.327600002,1.832499981,1.718600035,2738,-1567,0.416438371,-0.292372316,1,0
30,35,-121.1640918,42.87429781,502.9214478,824.8890991,0.299492657,0.600291967,300.2000122,31.83289909,3.602299929,5.606900215,24.94400024,55.27027668,44.72972332,0,0,204.8218994,0.280699998,-0.077399999,8.532899857,1.819499969,1.717800021,3990,-30,0.410958916,-0.325568765,1,1
31,9,-121.1632833,42.87429781,499.8485413,843.182251,0.295462579,0.747135937,300.2000122,28.13999939,2.296099901,4.643099785,12.93959999,38.5609651,61.4390349,0,0,188.3159027,0.262300014,-0.0149,8.505399704,1.806599975,1.726600051,4467,929,0.410958916,-0.325568765,1,1
32,40,-121.1721766,42.87348932,515.7421875,446.6012573,0.285219043,0.661619246,300.2000122,51.16949844,4.498000145,11.55259991,33.69589996,48.65473971,27.63974291,23.70551738,0,226.0223999,-0.355800003,0.209099993,7.399099827,1.804999948,1.761700034,1076,-1620,0.394520551,-0.34202075,1,0
33,-9,-121.1713681,42.87348932,515.7421875,515.1055908,0.285219043,0.661619246,300.2000122,41.73320007,2.406100035,8.165699959,17.39010048,45.90251536,54.09748464,0,0,245.9140015,-0.132100001,0.239299998,7.997000217,1.755900025,1.760900021,2479,-439,0.394520551,-0.325568765,1,1
34,0,-121.1705597,42.87348932,515.5580444,572.0005493,0.268833309,0.747953415,300.2000122,30.54649925,1.961199999,3.839999914,14.78050041,46.85348161,53.14651839,0,0,243.2584076,0.194199994,-0.0208,7.010700226,1.74090004,1.742599964,4030,1143,0.394520551,-0.325568765,1,0
35,23,-121.1697512,42.87348932,506.2728271,629.9596558,0.286013693,0.705932081,300.2000122,44.55550003,2.388600111,7.190299988,21.04249954,23.34949341,76.65050659,0,0,212.4351959,0.093599997,-0.041000001,4.287199974,1.735299945,1.724599957,4520,1341,0.394520551,-0.325568765,1,1
36,43,-121.1689427,42.87348932,501.5447388,697.3776245,0.316818297,0.705932081,300.2000122,29.64900017,2.770999908,6.37680006,20.0802002,95.114749,4.885250997,0,0,160.6385956,0.073700003,0.085699998,0.653500021,1.718500018,1.721300006,4782,1120,0.416438371,-0.325568765,1,0
37,87,-121.1681342,42.87348932,501.5447388,706.7498779,0.316818297,0.705932081,300.2000122,35.3987999,3.229899883,7.032100201,20.50200081,86.48506382,13.51493618,0,0,87.11219788,0.074100003,-0.051100001,2.316900015,1.70599997,1.720499992,4927,1028,0.416438371,-0.34202075,1,0
38,128,-121.1673257,42.87348932,495.6211853,699.7912598,0.338971943,0.705932081,300.2000122,45.92470169,2.382200003,5.612299919,15.47210026,37.72759638,62.27240362,0,0,74.15329742,0.098300003,0.070799999,6.101299763,1.696400046,1.720700026,4941,760,0.416438371,-0.325568765,1,1
39,34,-121.1665172,42.87348932,490.5877991,707.4476929,0.373550326,0.600291967,300.2000122,31.21699905,2.181299925,12.02789974,26.22839928,84.8378345,15.1621655,0,0,85.68180084,0.425999999,-0.068400003,9.204400063,1.689800024,1.718600035,4551,195,0.416438371,-0.292372316,1,1
40,68,-121.1657088,42.87348932,490.8252869,712.0830078,0.373550326,0.600291967,300.2000122,55.94800186,3.282700062,11.20610046,23.81749916,16.51727153,30.16615654,0,53.31657193,111.0503006,-0.579400003,0.180099994,8.711600304,1.751299977,1.717100024,2978,-1397,0.416438371,-0.292372316,1,1
41,86,-121.1649003,42.87348932,490.8252869,722.1188354,0.408181906,0.600291967,300.2000122,61.96820068,3.827500105,9.906900406,35.68650055,69.27618295,25.59696251,5.126854534,0,43.57500076,-1.003999949,0.231900007,5.635499954,1.613700032,1.714699984,1591,-2605,0.416438371,-0.258819669,1,1
42,78,-121.1640918,42.87348932,497.0802612,737.5021973,0.408181906,0.600291967,300.2000122,68.07559967,3.598799944,8.788499832,32.31840134,31.88485515,42.82865787,25.28648698,0,194.4768066,-0.337399989,-0.169100001,2.871599913,1.862400055,1.713799953,1962,-2158,0.410958916,-0.241922528,1,1
43,31,-121.1632833,42.87348932,500.3800964,761.2102051,0.295462579,0.747135937,300.2000122,35.23799896,4.053800106,5.812900066,20.99349976,74.74839493,25.25160507,0,0,190.9188995,-0.0251,-0.071099997,5.128900051,1.870399952,1.713500023,2550,-1361,0.410958916,-0.241922528,1,0
44,25,-121.1624748,42.87348932,495.6747437,784.8306885,0.289015621,0.747135937,300.8999939,38.60380173,2.662199974,6.360199928,20.47909927,48.10180882,10.39179238,41.5063988,0,187.4458008,0.169400007,-0.035799999,7.99819994,1.863100052,1.712000012,3157,-298,0.410958916,-0.292372316,1,0
45,78,-121.1616663,42.87348932,495.6747437,817.477356,0.303611755,0.747135937,300.8999939,25.69120026,1.757200003,6.059700012,17.86310005,28.01655911,71.98344089,0,0,186.5959015,0.167300001,-0.134000003,7.555300236,1.844400048,1.709699988,3561,402,0.410958916,-0.34202075,1,1
46,22,-121.1608579,42.87348932,489.8995667,838.6831665,0.277512014,0.747135937,300.8999939,39.34479904,2.412100077,7.175899982,23.70529938,52.92748918,47.07251082,0,0,158.7395935,0.314500004,-0.145400003,8.093799591,1.850600004,1.703999996,3717,981,0.410958916,-0.374607176,1,0
49,136,-121.1584324,42.87348932,486.6168213,841.4734497,0.298522621,0.673819542,300.8999939,36.02050018,3.138499975,9.446200371,19.92289925,22.82812346,77.17187654,0,0,135.8348999,0.205699995,-0.0363,9.809000015,1.794999957,1.677899957,2354,209,0.397260278,-0.453991055,1,0
50,112,-121.1576239,42.87348932,489.1020813,779.7841797,0.314437538,0.673819542,300.8999939,58.66790009,4.043399811,12.08069992,23.12669945,11.67071744,23.21091007,19.75875416,45.35961833,131.9598999,0.444700003,-0.115599997,9.844099998,1.822000027,1.664700031,1320,-465,0.397260278,-0.484810144,1,1
51,-75,-121.1729851,42.87268084,502.0860291,349.0130005,0.269264877,0.747953415,300.2000122,40.29629898,2.652199984,5.965000153,33.11989975,36.2141714,63.7858286,0,0,127.5927963,-0.172600001,-0.183400005,1.935500026,1.775300026,1.757400036,700,-691,0.394520551,-0.325568765,1,1
52,37,-121.1721766,42.87268084,515.6612549,419.3415833,0.327435791,0.747953415,300.2000122,41.2621994,3.181200027,6.441800117,31.8423996,21.12317881,70.00794702,8.868874172,0,263.2561035,-0.851000011,-0.207399994,6.204100132,1.710000038,1.761899948,242,-1937,0.394520551,-0.325568765,1,1
53,-20,-121.1713681,42.87268084,515.6612549,478.8620605,0.276994795,0.747953415,300.2000122,34.94150162,2.123800039,6.590899944,19.55310059,72.62411348,27.37588652,0,0,277.4288025,0.265300006,0.0197,8.710900307,1.659100056,1.752900004,2645,-180,0.394520551,-0.325568765,1,0
54,-51,-121.1705597,42.87268084,516.8800049,537.2244263,0.276994795,0.747953415,300.2000122,32.92459869,2.154000044,5.874499798,15.11250019,62.43264049,37.56735951,0,0,247.8022003,0.292600006,-0.157700002,9.916700363,1.726899981,1.733899951,3768,851,0.394520551,-0.309017599,1,0
55,55,-121.1697512,42.87268084,508.383667,604.3721924,0.292978466,0.705932081,300.2000122,32.57759857,1.991099954,6.673099995,21.82729912,100,0,0,0,199.4561005,0.077699997,-0.0165,5.160399914,1.750499964,1.727900028,4126,1167,0.394520551,-0.309017599,1,0
56,101,-121.1689427,42.87268084,501.756897,631.5895996,0.277316511,0.705932081,300.2000122,42.25529861,2.38319993,7.30880022,15.45530033,46.05001871,42.15327942,11.79670187,0,194.9649048,0.0167,0.0054,1.69659996,1.738199949,1.722200036,4557,1204,0.416438371,-0.309017599,1,1
57,36,-121.1681342,42.87268084,501.756897,617.2985229,0.307636231,0.705932081,300.2000122,29.71260071,2.324800014,5.140999794,14.26290035,67.33103062,32.66896938,0,0,171.4046936,0.053300001,-0.0066,1.369199991,1.729500055,1.720800042,4778,1166,0.416438371,-0.325568765,1,1
58,60,-121.1673257,42.87268084,497.0762329,618.3635254,0.338971943,0.705932081,300.2000122,33.2757988,2.82249999,6.127699852,19.95829964,68.64116276,31.35883724,0,0,113.6684036,0.053199999,0.0004,2.171099901,1.718600035,1.721699953,4881,1196,0.416438371,-0.325568765,1,0
59,38,-121.1665172,42.87268084,492.2013245,616.965271,0.317361981,0.600291967,300.2000122,22.5135994,2.833699942,4.579999924,16.53269958,39.8727414,60.1272586,0,0,72.40309906,0.055,0.014,5.222199917,1.692600012,1.718799949,4801,945,0.416438371,-0.34202075,1,1
60,51,-121.1657088,42.87268084,489.3455505,622.0765991,0.391904175,0.600291967,300.2000122,38.89039993,2.269399881,5.836299896,22.28639984,44.79560124,55.20439876,0,0,46.97259903,0.564999998,-0.040100001,7.881299973,1.648599982,1.712499976,4592,653,0.416438371,-0.34202075,1,0
61,110,-121.1649003,42.87268084,489.3455505,633.539917,0.391904175,0.600291967,300.2000122,47.3708992,2.406300068,5.772799969,14.99359989,48.59879812,51.40120188,0,0,77.03700256,-0.296200007,0.74059999,9.878000259,1.608399987,1.712900043,3218,-849,0.416438371,-0.325568765,1,1
62,280,-121.1640918,42.87268084,490.066864,651.0197144,0.423543274,0.600291967,300.2000122,65.13439941,3.673899889,10.20919991,22.36689949,13.94910133,19.59441756,16.00496061,50.4515205,17.0121994,-0.619700015,0.156299993,9.613300323,1.521999955,1.71239996,2207,-1937,0.410958916,-0.275637984,1,0
63,470,-121.1632833,42.87268084,493.4395752,677.2131958,0.399682552,0.747135937,300.2000122,57.66939926,3.850199938,9.525799751,20.68169975,3.242734439,35.94069891,48.44334628,12.37322038,33.99010086,-0.595600009,-0.225700006,5.522999763,1.527799964,1.713000059,1644,-2360,0.410958916,-0.275637984,1,0
64,134,-121.1624748,42.87268084,494.8173523,701.8449707,0.399682552,0.747496665,300.8999939,42.7621994,3.658699989,12.14369965,21.94420052,12.10578187,26.8478975,61.04632063,0,67.43609619,-0.922699988,1.103399992,4.106900215,1.677999973,1.712100029,1082,-2738,0.410958916,-0.258819669,1,1
65,42,-121.1616663,42.87268084,494.8173523,731.4552002,0.349219173,0.747496665,300.8999939,41.66790009,4.241499901,7.984399796,20.6616993,64.29258462,35.70741538,0,0,191.0903931,-0.575699985,0.042800002,4.924200058,1.872699976,1.710000038,1341,-2297,0.410958916,-0.275637984,1,0
66,37,-121.1608579,42.87268084,494.5057373,758.8293457,0.295426011,0.747496665,300.8999939,50.61520004,3.87590003,7.952300072,30.52680016,26.93787119,57.65762994,15.40449888,0,159.1078033,-0.325300008,-0.0069,5.026899815,1.870399952,1.708199978,1442,-1936,0.410958916,-0.325568765,1,0
67,77,-121.1600494,42.87268084,494.2418823,783.6246338,0.40888828,0.673819542,300.8999939,62.79000092,4.149199963,13.45409966,23.82089996,4.409723599,13.1359797,72.1794821,10.27481461,153.0659027,-0.376599997,-0.0071,6.294499874,1.856600046,1.707599998,1361,-1695,0.397260278,-0.325568765,1,0
68,169,-121.1592409,42.87268084,494.2418823,811.1647339,0.359658957,0.673819542,300.8999939,52.31259918,4.243999958,10.47990036,32.34799957,39.13211634,60.86788366,0,0,138.5457001,-0.811999977,-0.206599995,5.719099998,1.799299955,1.700700045,820,-1993,0.397260278,-0.390731692,1,1
69,103,-121.1584324,42.87268084,494.618927,829.31427,0.389302343,0.673819542,300.8999939,55.93560028,4.054999828,11.35949993,30.05960083,11.52254014,58.20861575,30.26884411,0,128.1755066,-0.994599998,1.331900001,4.245399952,1.739599943,1.685199976,326,-2134,0.397260278,-0.453991055,1,1
70,60,-121.1576239,42.87268084,495.1292114,832.8276367,0.391346365,0.673819542,300.8999939,62.88890076,3.878799915,12.0532999,31.57649994,18.42851357,81.57148643,0,0,20.31830025,-0.445800006,0.0096,3.855900049,1.616899967,1.672399998,179,-1984,0.397260278,-0.484810144,1,1
71,35,-121.1568154,42.87268084,493.7828064,778.0947266,0.391346365,0.770106316,300.8999939,45.86660004,3.262700081,16.60960007,28.80150032,29.0009755,62.07608883,8.922935675,0,358.4797974,-0.393900007,0.068300001,8.208499908,1.569200039,1.654600024,114,-1767,0.397260278,-0.484810144,1,0
72,65,-121.1560069,42.87268084,493.7828064,731.1739502,0.362053752,0.770106316,300.8999939,50.90909958,4.284100056,13.46920013,30.21459961,20.8945782,50.94704722,28.15837458,0,331.3248901,0.271299988,-0.097000003,9.953300476,1.569100022,1.639799953,661,-1047,0.397260278,-0.453991055,1,0
73,101,-121.1551985,42.87268084,491.9568787,680.8470459,0.35620144,0.770106316,300.8999939,43.41389847,4.398099899,13.81739998,31.21960068,54.97792143,45.02207857,0,0,323.2284851,-0.561999977,0.111699998,9.497300148,1.58949995,1.62590003,414,-999,0.400000006,-0.390731692,1,1
74,103,-121.15439,42.87268084,489.9448853,640.3193359,0.35620144,0.770106316,300.8999939,51.43310165,3.101799965,8.521900177,24.96899986,21.05478789,78.94521211,0,0,12.95660019,0.376599997,-0.409200013,7.18380022,1.602800012,1.617200017,912,-108,0.400000006,-0.358368546,1,1
77,-120,-121.1737936,42.87187236,506.0032349,256.0314026,0.27843684,0.693403542,302.7999878,23.00860023,1.909000039,6.374899864,17.38680077,64.7126298,35.2873702,0,0,18.61540031,1.063300014,-1.944300056,7.559400082,1.678900003,1.762799978,1967,2611,0.397260278,-0.258819669,1,0
78,51,-121.1729851,42.87187236,501.7704163,326.9909363,0.27843684,0.693403542,302.7999878,39.84189987,2.708699942,7.492800236,34.63499832,44.56863549,55.43136451,0,0,91.21109772,-0.451099992,0.273699999,5.579599857,1.691699982,1.734899998,132,-632,0.383561641,-0.325568765,1,1
79,10,-121.1721766,42.87187236,514.5188599,385.3032532,0.319101244,0.747953415,300.2000122,46.47060013,3.105099916,6.521999836,28.01530075,48.11903853,33.25448302,18.62647844,0,239.8063965,-0.531700015,0.057799999,4.382199764,1.762599945,1.736199975,-224,-1950,0.383561641,-0.325568765,1,1
80,61,-121.1713681,42.87187236,514.5188599,442.1591797,0.298328966,0.747953415,302.7999878,47.85200119,2.272900105,14.4066,29.92869949,100,0,0,0,221.5794983,0.175799996,-0.191799998,7.499000072,1.84739995,1.728199959,1797,-681,0.383561641,-0.325568765,1,1
81,-2,-121.1705597,42.87187236,518.6871948,499.1300354,0.298328966,0.747953415,302.7999878,31.6826992,2.261800051,6.576200008,16.95700073,53.82467384,46.17532616,0,0,161.5953064,0.537599981,-0.436399996,8.514900208,1.887799978,1.74000001,2846,188,0.383561641,-0.258819669,1,0
82,-27,-121.1697512,42.87187236,511.7601624,565.8564453,0.291014582,0.747953415,302.7999878,26.50519943,2.3046,7.236199856,17.21920013,100,0,0,0,250.6970978,-0.378699988,0.268900007,5.504799843,1.741700053,1.740800023,3268,528,0.383561641,-0.275637984,1,1
83,-21,-121.1689427,42.87187236,502.2852783,544.901062,0.299454033,0.705932081,300.2000122,26.61870003,2.087100029,5.375,14.65649986,78.55247446,21.44752554,0,0,234.809494,0.139799997,-0.057700001,2.584500074,1.726300001,1.732900023,4310,1053,0.383561641,-0.275637984,1,0
84,52,-121.1681342,42.87187236,502.2852783,528.2700195,0.299454033,0.705932081,300.2000122,25.68729973,1.410400033,5.92840004,15.39000034,69.33109205,7.390447484,23.27846047,0,181.2230988,0.050299998,-0.120399997,2.694600105,1.733299971,1.730700016,4514,897,0.383561641,-0.275637984,1,1
85,47,-121.1673257,42.87187236,497.951416,527.2570801,0.321946353,0.705932081,300.2000122,56.98070145,2.723700047,13.49250031,26.34910011,36.11820909,63.88179091,0,0,148.2113953,0.036899999,-0.034600001,3.223599911,1.733399987,1.72300005,4650,949,0.383561641,-0.309017599,1,1
86,72,-121.1665172,42.87187236,495.4684448,526.3203125,0.330219001,0.695386827,300.2000122,48.12689972,3.040699959,6.993500233,17.9776001,20.14417532,31.88581315,47.97001153,0,149.3556061,0.083800003,-0.033100002,2.527199984,1.729799986,1.716300011,4799,1069,0.383561641,-0.34202075,1,0
87,74,-121.1657088,42.87187236,491.927948,532.3027344,0.338970602,0.612169981,300.2000122,26.81769943,2.869299889,4.689599991,20.72200012,43.48607829,56.51392171,0,0,111.9985962,0.082400002,-0.125799999,2.471199989,1.716699958,1.705800056,4878,1170,0.383561641,-0.34202075,1,0
88,63,-121.1640918,42.87187236,488.1585388,569.2619629,0.333873957,0.612169981,300.2000122,38.28960037,2.338500023,5.643400192,16.72089958,59.30284827,26.44763189,14.24951984,0,57.0381012,0.441500008,-0.0127,10.13739967,1.661399961,1.711300015,4606,782,0.383561641,-0.358368546,1,1
89,124,-121.1632833,42.87187236,487.8808289,593.0385132,0.332584351,0.612169981,300.2000122,42.08039856,2.078500032,7.326300144,21.14419937,33.87516255,21.24105982,44.88377763,0,83.41670227,-0.976400018,1.455800056,9.800999641,1.637799978,1.715800047,2970,-946,0.383561641,-0.358368546,1,1
90,40,-121.1624748,42.87187236,487.8808289,625.3075562,0.405593604,0.747496665,300.8999939,57.8742981,3.446500063,12.36499977,22.86219978,4.568765478,43.93073728,51.50049724,0,357.5689087,-0.803799987,0.221699998,8.537099838,1.517699957,1.716400027,2258,-1714,0.383561641,-0.34202075,1,1
91,72,-121.1616663,42.87187236,490.0204163,650.197998,0.383915961,0.747496665,300.8999939,49.03329849,3.77579999,12.85060024,22.19639969,22.80206864,36.40587406,40.7920573,0,18.8621006,-0.104900002,-0.119800001,4.80340004,1.54400003,1.716300011,2414,-1415,0.383561641,-0.325568765,1,1
92,71,-121.1608579,42.87187236,492.5149536,675.328186,0.32472381,0.747496665,300.8999939,42.34080124,3.264699936,10.25870037,28.56550026,46.53364452,53.46635548,0,0,18.82060051,0.0933,-1.512699962,2.38380003,1.481400013,1.714599967,2404,-1300,0.383561641,-0.358368546,1,1
93,104,-121.1600494,42.87187236,494.285614,701.6692505,0.32472381,0.747496665,300.8999939,37.04249954,2.463799953,8.507100105,21.15769958,26.62481414,35.51627292,37.85891294,0,343.1788025,0.591799974,-0.981899977,2.578900099,1.471099973,1.71329999,2513,-1006,0.380821913,-0.358368546,1,1
94,129,-121.1592409,42.87187236,494.285614,727.6220093,0.349200249,0.673819542,300.8999939,42.64659882,1.897500038,6.443799973,16.63339996,52.19915312,11.30310067,0,36.49774621,358.976593,0.977699995,-0.341600001,2.382800102,1.496000051,1.715399981,3006,-345,0.380821913,-0.422618836,1,1
95,119,-121.1584324,42.87187236,494.9805908,743.7212524,0.386559278,0.673819542,300.8999939,58.55500031,2.945199966,9.550900459,19.69890022,11.24004858,13.32703639,50.55548059,24.87743444,15.52869987,-0.1131,0.538900018,3.050899982,1.334900022,1.712200046,2342,-663,0.380821913,-0.484810144,1,1
96,70,-121.1576239,42.87187236,495.5241394,771.5131836,0.328583837,0.673819542,300.8999939,54.98669815,2.568599939,8.26099968,19.55620003,26.96296671,56.25569159,16.7813417,0,338.4334106,0.117299996,0.310299993,7.044400215,1.358199954,1.683099985,2556,30,0.380821913,-0.500000536,1,1
97,57,-121.1568154,42.87187236,491.5577698,793.2220459,0.390343279,0.673819542,300.8999939,55.40169907,3.115499973,8.739100456,16.44409943,4.917958275,79.80773601,15.27430571,0,349.3308105,0.67110002,-0.083499998,9.290399551,1.404399991,1.655500054,3257,933,0.380821913,-0.500000536,1,1
98,96,-121.1560069,42.87187236,491.5577698,790.8856201,0.389061958,0.770106316,300.8999939,57.15620041,3.091099977,8.110500336,16.24990082,18.80021301,43.13861684,32.25672015,5.804450001,30.63559914,0.621900022,0.0085,9.639200211,1.442499995,1.638100028,3184,1046,0.380821913,-0.453991055,1,1
